id,coor
2252,[-121.96726286   38.35313759]
2253,[-121.78389341   38.18609465]
2254,[-121.72338461   38.54070982]
2257,[-121.60590644   36.69709837]
2258,[-121.92605495   36.61222143]
2259,[-121.8866951    36.59124216]
2262,[-122.59090169   38.11587741]
2263,[-122.60219667   38.00638819]
2264,[-123.20147131   39.15475926]
2265,[-121.67412011   36.58552277]
2269,[-121.8491843    36.61424548]
2270,[-121.75456914   36.61704545]
2271,[-121.77404902   36.7035738 ]
2272,[-122.2719672    38.31209352]
2273,[-122.45694032   38.50325675]
2275,[-121.8475404   38.0023092]
2281,[-122.49238075   37.90656483]
2282,[-121.47513061   38.42289106]
2288,[-121.3986273    38.54376407]
2295,[-121.30480692   38.57430546]
2304,[-122.02032961   37.36205328]
2305,[-122.09244233   37.40618125]
2306,[-121.362978     38.00931016]
2307,[-122.00438503   37.50796933]
2308,[-122.39369629   37.78728919]
2309,[-121.33032387   37.95813509]
2311,[-122.42286384   37.80526926]
2312,[-122.43332678   37.79100822]
2313,[-122.42955222   37.78344689]
2314,[-122.42928073   37.77180645]
2315,[-122.42035738   37.76962977]
2316,[-122.413962     37.75127867]
2317,[-122.42068353   37.74363179]
2318,[-122.43619792   37.72828523]
2319,[-122.43235162   37.72329131]
2320,[-122.41638764   37.70942645]
2321,[-122.45983428   37.76383383]
2322,[-122.45802185   37.7284793 ]
2323,[-122.49749924   37.74246167]
2324,[-121.32589974   37.98318819]
2325,[-121.38210332   38.02743179]
2327,[-121.2199883    37.98936406]
2328,[-121.10655328   37.77135143]
2329,[-121.47571744   37.78484697]
2330,[-122.45298867   37.70503507]
2332,[-122.268127   37.859559]
2335,[-121.94561548   36.98022761]
2336,[-121.98325583   38.32432706]
2337,[-122.58552483   38.00522152]
2339,[-122.41560463   37.535932  ]
2340,[-122.41103385   37.78306923]
2341,[-121.86078654   37.02656504]
2342,[-122.1899328    37.79403105]
2343,[-122.37610631   37.73504938]
2344,[-122.46152256   37.77779111]
2345,[-122.34970571   37.57666029]
2346,[-122.251741     37.82636885]
2347,[-122.25550492   37.79844754]
2348,[-122.166257     37.77123872]
2349,[-122.27674577   37.85933423]
2350,[-122.28447917   37.77149417]
2351,[-122.08503289   37.72247475]
2352,[-122.22423755   37.4792989 ]
2353,[-122.08950671   37.62789407]
2354,[-121.987998     37.57798794]
2355,[-121.9749147    37.56371515]
2356,[-121.89041508   37.71965588]
2357,[-121.84005679   37.72597877]
2358,[-121.776592     37.67207968]
2359,[-122.29253883   38.00448707]
2362,[-121.9000266   37.4079637]
2363,[-122.00180943   37.31630213]
2364,[-121.42506384   36.85982475]
2367,[-122.2221395    37.88659543]
2368,[-121.82641392   37.84351112]
2370,[-122.00619523   37.34640155]
2374,[-121.88230482   37.44013835]
2375,[-121.94363914   37.34305908]
2376,[-121.95546752   37.21189557]
2377,[-122.08618658   37.36900253]
2378,[-122.17446257   37.4385622 ]
2380,[-122.91184651   38.51309362]
2383,[-121.21421032   38.57266548]
2387,[-122.26775852   38.13681209]
2388,[-122.1666836    38.07576887]
2389,[-121.9501423   38.3575077]
2390,[-121.75454     36.9114343]
2393,[-121.92981425   37.89127484]
2394,[-121.95384392   37.5838714 ]
2395,[-121.99273283   37.529266  ]
2396,[-121.924484     37.49004267]
2398,[-121.80871737   38.46452742]
2399,[-122.53785696   38.3860333 ]
2400,[-122.66613739   38.20938457]
2401,[-122.25619589   37.88464404]
2402,[-121.74552658   37.31121555]
2403,[-122.24895542   37.86205132]
2404,[-122.56639285   38.0627971 ]
2405,[-122.56504969   37.96389622]
2406,[-122.43112585   37.86226833]
2407,[-121.89398861   37.30459752]
2408,[-121.84159319   37.3242465 ]
2409,[-121.89453827   37.69278464]
2414,[-121.78088888   37.68644982]
2415,[-122.27189847   38.39044759]
2416,[-121.8733235   37.9808145]
2418,[-122.36165037   37.93961158]
2420,[-122.34381189   37.99115421]
2421,[-122.22787952   37.8224171 ]
2422,[-122.06154852   37.72264417]
2423,[-122.08305019   37.68442819]
2424,[-122.13779532   37.66962623]
2425,[-120.9470555    37.58740306]
2429,[-122.31284405   38.33268337]
2430,[-122.27245397   38.27053095]
2431,[-122.06116533   37.64367592]
2434,[-122.28217267   37.81192878]
2435,[-122.234991     37.83562693]
2436,[-122.235142   37.788113]
2437,[-122.20286853   37.7880246 ]
2438,[-122.15951135   37.78765447]
2439,[-122.04541473   38.2456388 ]
2441,[-122.42532079   37.77349057]
2442,[-122.41884217   37.75227317]
2443,[-122.38790211   37.76054795]
2444,[-121.29475535   37.90579755]
2446,[-121.12089653   37.73398487]
2448,[-122.25615403   37.52804726]
2451,[-122.47963768   37.70019532]
2452,[-122.4608477    37.65567004]
2453,[-122.37271779   37.56675617]
2454,[-122.31778173   37.5525686 ]
2455,[-122.26722193   37.50716707]
2456,[-122.18016733   37.45698529]
2458,[-122.46494484   37.52341377]
2460,[-122.40797506   37.80228876]
2463,[-122.46799457   37.72722054]
2464,[-122.50658273   37.75623953]
2465,[-122.39369563   37.71333444]
2466,[-122.39047518   37.74449007]
2467,[-121.35042148   37.96690204]
2468,[-122.71259694   38.44163306]
2469,[-122.70114242   38.47962735]
2470,[-122.76041807   38.47038407]
2471,[-122.72491729   38.39141068]
2476,[-121.6313522    36.67686265]
2477,[-121.67301389   36.6603895 ]
2478,[-121.92271157   36.54742264]
2479,[-121.89696438   36.60073324]
2480,[-121.9493162    37.77314386]
2482,[-122.10950611   37.99882156]
2483,[-122.07198109   37.93336231]
2484,[-121.9801542    37.95526057]
2485,[-122.06752755   37.92457597]
2486,[-122.0116844   37.8777564]
2487,[-122.26817209   37.96843685]
2488,[-121.8049488   37.2628994]
2489,[-121.91235265   37.43726055]
2490,[-122.07534781   37.31440561]
2492,[-121.2848481    37.91712565]
2493,[-121.34063771   38.00606226]
2495,[-122.448253     37.77437275]
2496,[-122.43687969   37.75976346]
2497,[-122.41301644   37.73680244]
2498,[-122.43207709   37.71132783]
2499,[-122.45711327   37.722086  ]
2500,[-121.27795263   37.88974943]
2501,[-121.20202755   37.80043571]
2502,[-122.43443041   37.70291754]
2503,[-122.46059443   37.64654917]
2504,[-122.50319605   37.59002563]
2505,[-122.42530823   37.63380582]
2506,[-121.65147218   36.69348529]
2507,[-121.83155246   36.61853392]
2510,[-122.33017635   37.55320491]
2511,[-122.25295469   37.489783  ]
2512,[-122.24142413   37.53984703]
2513,[-122.14270576   37.45799576]
2514,[-121.81693137   37.27304983]
2515,[-121.8442055   37.2401221]
2516,[-121.60267751   37.13491705]
2519,[-122.19480815   37.79921167]
2520,[-122.05311778   37.68783322]
2521,[-121.902657     37.24938108]
2522,[-121.78916718   37.32063576]
2523,[-121.80281976   37.34928394]
2524,[-121.82066078   37.36892509]
2525,[-121.99195039   37.40081272]
2526,[-121.94520595   37.40617091]
2527,[-121.56860068   37.10342632]
2528,[-122.09639244   37.09735093]
2529,[-121.92296619   36.97775181]
2530,[-122.15710123   37.76136762]
2531,[-121.95721331   37.70826953]
2532,[-121.94406266   37.79394889]
2533,[-122.02811835   37.53418271]
2534,[-121.70684895   37.95734805]
2535,[-121.95774353   37.30841018]
2536,[-122.10613305   37.39218868]
2537,[-122.28668421   38.10841747]
2538,[-122.10429093   38.2133276 ]
2539,[-122.31388821   37.93416793]
2540,[-122.19839898   38.03727751]
2541,[-122.00255429   38.25982354]
2542,[-121.99718167   38.36173811]
2543,[-122.69556196   38.32308333]
2544,[-122.67479498   38.46926562]
2545,[-122.73826215   38.45201575]
2546,[-122.85467617   38.52325374]
2548,[-121.02398385   37.66453425]
2549,[-120.99139395   37.63771338]
2553,[-122.56099109   38.07784951]
2554,[-122.50757018   37.89363747]
2557,[-121.68664739   36.89199776]
2562,[-121.62251331   36.79605096]
2563,[-121.82640743   36.53282681]
2564,[-121.70741284   36.80940982]
2565,[-122.23024167   38.32658506]
2568,[-121.50584073   38.56933207]
2569,[-121.46952227   38.53446953]
2571,[-121.4677841    38.41056671]
2573,[-121.74156218   38.58861805]
2574,[-121.75604486   38.552768  ]
2582,[-122.39912345   37.58920109]
2583,[-121.28443304   38.58578961]
2586,[-121.41167245   36.83304725]
2588,[-122.03705721   38.27812579]
2589,[-122.00880819   38.3696505 ]
2590,[-122.62959843   38.23135508]
2591,[-122.04389459   37.66723649]
2592,[-121.9681122   37.5421114]
2593,[-121.91119929   37.66626866]
2594,[-121.893111    37.3942973]
2595,[-121.97269594   37.36127431]
2596,[-121.9838144   37.2435457]
2597,[-122.26840786   37.81774814]
2599,[-121.46073314   38.5190325 ]
2601,[-122.45076593   37.76547236]
2603,[-122.13190022   37.74078231]
2605,[-122.48751886   37.85082019]
2606,[-122.44477058   37.80364342]
2607,[-122.17598222   37.42968589]
2608,[-121.7624712    37.94730297]
2611,[-122.13389      37.71443044]
2612,[-122.29504638   37.968285  ]
2613,[-122.29337773   37.56189909]
2614,[-122.46654279   37.739172  ]
2616,[-122.13861161   37.76235403]
2618,[-122.30944094   37.92764388]
2619,[-121.46497298   38.4437414 ]
2620,[-122.2784712   37.866656 ]
2621,[-121.70634773   37.98938607]
2622,[-122.40385959   37.77372347]
2623,[-121.96902406   37.96530375]
2624,[-122.47416689   37.76309456]
2625,[-122.40631713   37.7114098 ]
2627,[-121.618852     36.67960514]
2628,[-122.03482012   37.53725375]
2629,[-122.37532025   37.7249683 ]
2631,[-121.82998113   37.28612125]
2632,[-122.299154    37.8087842]
2633,[-122.17214908   37.76430831]
2634,[-122.3099184    37.88639353]
2635,[-122.082884     37.61957576]
2636,[-122.57567881   37.97838885]
2639,[-122.26677912   37.54901753]
2640,[-121.6491464    36.71317847]
2643,[-122.38964908   37.72138933]
2645,[-121.3068888   37.9611243]
2646,[-122.17903328   37.76056928]
2647,[-122.08354444   37.6744852 ]
2648,[-121.82899056   38.00394111]
2650,[-122.398601     37.59935212]
2652,[-121.807416   37.331122]
2653,[-121.81139975   37.25486706]
2654,[-122.53225995   37.98241657]
2655,[-121.79122025   36.68107067]
2656,[-122.03724216   37.30317658]
2658,[-122.09053092   37.39406323]
2659,[-121.99533096   36.973632  ]
2660,[-122.51287341   37.87014777]
2662,[-121.79590743   36.6774435 ]
2665,[-121.97861211   37.540596  ]
2666,[-121.70805336   37.93122564]
2669,[-121.77618878   37.97959887]
2670,[-121.85601508   37.36920492]
2671,[-121.77038919   37.96912038]
2672,[-121.95780987   38.3435784 ]
2673,[-122.40799079   37.74417432]
2675,[-122.25819888   37.56488794]
2676,[-121.7578469    37.29527455]
2677,[-121.98165882   37.29198753]
2678,[-122.72136236   38.42072423]
2682,[-122.58685884   38.13072429]
2686,[-122.05832625   37.53621069]
2687,[-121.82926056   37.28058125]
2688,[-121.99814635   37.92098577]
2689,[-122.05939115   38.25283269]
2691,[-122.41061738   37.60695128]
2694,[-122.43102989   37.78797756]
2695,[-122.49062809   37.746474  ]
2697,[-122.2408845    37.49396079]
2700,[-122.43781821   37.64513532]
2701,[-121.71276937   37.05509743]
2702,[-122.70156965   38.3339765 ]
2703,[-121.00847082   37.63747447]
2706,[-121.46691952   38.39466237]
2708,[-122.44114865   37.66268815]
2709,[-121.56338891   38.567786  ]
